2.88819E+01,-6.57227E-01
3.18129E+01, 2.70935E-01
3.47429E+01,-3.47687E-01
3.76719E+01,-6.27136E-01
4.05999E+01,-1.41461E+00
4.35269E+01,-1.86951E+00
4.64529E+01,-1.13666E+00
4.93779E+01,-9.45251E-01
5.23019E+01,-2.12582E+00
5.52249E+01,-3.43643E+00
5.81469E+01,-2.68146E+00
6.10680E+01,-2.93677E+00
6.39880E+01,-3.28073E+00
6.69070E+01, 1.18744E-01
6.98251E+01, 7.26392E+00
7.27421E+01, 1.85502E+01
7.56582E+01, 3.24962E+01
7.85732E+01, 4.91277E+01
8.14873E+01, 7.11735E+01
8.44004E+01, 9.09642E+01
8.73124E+01, 1.02364E+02
9.02235E+01, 1.07672E+02
9.31336E+01, 1.07253E+02
9.60428E+01, 1.02307E+02
9.89509E+01, 9.98665E+01
1.01858E+02, 9.51302E+01
1.04764E+02, 9.36314E+01
1.07669E+02, 9.03031E+01
1.10573E+02, 8.68116E+01
1.13477E+02, 8.11566E+01
1.16379E+02, 7.63379E+01
1.19280E+02, 7.65551E+01
1.22180E+02, 7.22083E+01
1.25080E+02, 6.80971E+01
1.27978E+02, 6.77548E+01
1.30875E+02, 6.51145E+01
1.33771E+02, 5.94096E+01
1.36667E+02, 5.85065E+01
1.39561E+02, 5.53385E+01
1.42454E+02, 5.30055E+01
1.45347E+02, 5.15740E+01
1.48238E+02, 4.48108E+01
1.51128E+02, 4.47490E+01
1.54018E+02, 4.04553E+01
1.56906E+02, 3.88629E+01
1.59794E+02, 3.69384E+01
1.62680E+02, 3.55485E+01
1.65566E+02, 3.13598E+01
1.68450E+02, 3.25388E+01
1.71334E+02, 2.95857E+01
1.74216E+02, 2.68336E+01
1.77098E+02, 2.72492E+01
1.79978E+02, 2.76324E+01
1.82858E+02, 2.41833E+01
1.85737E+02, 2.32018E+01
1.88614E+02, 2.28212E+01
1.91491E+02, 2.25748E+01
1.94367E+02, 2.13293E+01
1.97242E+02, 2.04846E+01
2.00115E+02, 1.66741E+01
2.02988E+02, 1.67643E+01
2.05860E+02, 1.72220E+01
2.08731E+02, 1.71471E+01
2.11601E+02, 1.62730E+01
2.14470E+02, 1.55995E+01
2.17338E+02, 1.57268E+01
2.20205E+02, 1.54881E+01
2.23071E+02, 1.52168E+01
2.25936E+02, 1.25461E+01
2.28800E+02, 1.42427E+01
2.31663E+02, 1.03399E+01
2.34525E+02, 1.32044E+01
2.37386E+02, 1.19362E+01
2.40246E+02, 1.20686E+01
2.43105E+02, 1.10350E+01
2.45964E+02, 1.06352E+01
2.48821E+02, 1.14694E+01
2.51677E+02, 1.06041E+01
2.54533E+02, 1.22727E+01
2.57387E+02, 9.84180E+00
2.60241E+02, 1.08448E+01
2.63093E+02, 8.44830E+00
2.65945E+02, 8.21902E+00
2.68795E+02, 8.89020E+00
2.71645E+02, 9.56192E+00
2.74493E+02, 8.70078E+00
2.77341E+02, 8.24017E+00
2.80188E+02, 9.31335E+00
2.83033E+02, 8.18698E+00
2.85878E+02, 8.06110E+00
2.88722E+02, 7.93567E+00
2.91565E+02, 8.94406E+00
2.94407E+02, 7.68622E+00
2.97248E+02, 8.42880E+00
3.00088E+02, 8.60516E+00
3.02927E+02, 8.84869E+00
3.05765E+02, 7.25925E+00
3.08602E+02, 7.33691E+00
3.11438E+02, 8.18170E+00
3.14273E+02, 6.99350E+00
3.17108E+02, 6.50580E+00
3.19941E+02, 6.68512E+00
3.22773E+02, 5.66486E+00
3.25605E+02, 5.74500E+00
3.28435E+02, 4.05890E+00
3.31265E+02, 3.27316E+00
3.34093E+02, 4.28784E+00
3.36921E+02, 5.36954E+00
3.39747E+02, 5.11832E+00
3.42573E+02, 3.93411E+00
3.45398E+02, 3.28366E+00
3.48222E+02, 3.23355E+00
3.51044E+02, 2.48383E+00
3.53866E+02, 2.56781E+00
3.56687E+02, 1.91885E+00
3.59507E+02, 1.37024E+00
3.62326E+02, 1.77197E+00
3.65144E+02, 2.17404E+00
3.67961E+02, 1.75986E+00
3.70778E+02, 1.84601E+00
3.73593E+02, 1.39920E+00
3.76407E+02, 1.15271E+00
3.79221E+02, 1.23990E+00
3.82033E+02, 1.79413E+00
3.84844E+02, 2.84869E+00
3.87655E+02, 3.00360E+00
3.90465E+02, 3.25885E+00
3.93273E+02, 4.44778E+00
3.96081E+02, 3.07037E+00
3.98888E+02, 3.42664E+00
4.01693E+02, 2.31656E+00
4.04498E+02, 2.90683E+00
4.07302E+02, 3.46408E+00
4.10105E+02, 2.48831E+00
4.12907E+02, 3.07959E+00
4.15708E+02, 2.73785E+00
4.18509E+02, 2.79642E+00
4.21308E+02, 2.42200E+00
4.24106E+02, 1.61456E+00
4.26904E+02, 2.30743E+00
4.29700E+02, 1.90067E+00
4.32496E+02, 1.59421E+00
4.35290E+02, 2.32138E+00
4.38084E+02, 1.64886E+00
4.40876E+02, 2.07672E+00
4.43668E+02, 1.77130E+00
4.46459E+02, 1.23279E+00
4.49249E+02, 4.27917E-01
4.52038E+02, 1.62335E+00
4.54826E+02, 1.11911E+00
4.57613E+02, 6.15173E-01
4.60399E+02, 2.78259E-01
4.63184E+02, 4.74976E-01
4.65969E+02, 1.05316E-01
4.68752E+02, 3.60107E-02
4.71534E+02, 4.66980E-01
4.74316E+02, 6.49414E-02
4.77097E+02, 1.26324E+00
4.79876E+02,-1.37149E+00
4.82655E+02, 2.74048E-02
4.85433E+02,-6.73401E-01
4.88210E+02, 2.61536E-02
4.90986E+02,-4.06799E-02
4.93761E+02, 9.26147E-01
4.96535E+02, 6.93268E-01
4.99308E+02,-4.05945E-01
5.02080E+02,-2.71515E-01
5.04851E+02, 8.29895E-01
5.07622E+02, 1.98273E-01
5.10391E+02, 5.66986E-01
5.13160E+02, 1.56934E+00
5.15927E+02, 5.71991E-01
5.18694E+02,-3.25012E-01
5.21460E+02, 1.74490E+00
5.24225E+02, 5.15167E-01
5.26989E+02, 2.25244E+00
5.29752E+02, 1.69003E+00
5.32514E+02, 1.76123E+00
5.35275E+02, 1.69946E+00
5.38035E+02, 1.93799E+00
5.40795E+02, 2.17682E+00
5.43553E+02, 2.34930E+00
5.46311E+02, 1.92209E+00
5.49067E+02, 8.95233E-01
5.51823E+02, 2.53537E+00
5.54578E+02, 7.42493E-01
5.57331E+02, 2.68323E+00
5.60084E+02, 2.52435E+00
5.62836E+02, 1.79910E+00
5.65587E+02, 2.24084E+00
5.68338E+02, 1.11624E+00
5.71087E+02, 1.25867E+00
5.73835E+02, 9.34723E-01
5.76583E+02, 1.87778E+00
5.79329E+02, 7.21191E-01
5.82075E+02,-1.68396E-01
5.84820E+02, 4.08997E-01
5.87563E+02, 1.22009E+00
5.90306E+02, 9.98169E-01
5.93048E+02, 5.09949E-01
5.95789E+02, 9.22028E-01
5.98530E+02, 8.67828E-01
6.01269E+02, 8.47290E-01
6.04007E+02, 1.27075E-01
6.06745E+02, 5.40619E-01
6.09481E+02, 3.54462E-01
6.12217E+02, 6.35315E-01
6.14951E+02,-5.01099E-02
6.17685E+02, 3.64807E-01
6.20418E+02, 3.80096E-01
6.23150E+02,-2.04254E-01
6.25881E+02, 8.11768E-01
6.28611E+02, 2.61475E-01
6.31341E+02,-9.21753E-01
6.34069E+02,-1.71265E-01
6.36797E+02, 7.12921E-01
6.39523E+02,-9.35883E-01
6.42249E+02, 1.49078E-01
6.44974E+02, 8.01086E-01
6.47698E+02,-4.65393E-02
6.50421E+02,-1.93726E-01
6.53143E+02,-7.41119E-01
6.55864E+02, 2.34009E-01
6.58584E+02,-2.94342E-01
6.61303E+02,-6.59454E-01
6.64022E+02, 4.66858E-01
6.66740E+02,-2.77435E-01
6.69456E+02,-1.95251E-01
6.72172E+02, 1.18713E-02
6.74887E+02, 1.12946E-01
6.77601E+02,-1.38745E+00
6.80314E+02, 7.31201E-01
6.83026E+02, 5.48767E-01
6.85738E+02,-2.66083E-01
6.88448E+02,-4.88464E-01
6.91157E+02, 3.17810E-01
6.93866E+02,-6.51733E-01
6.96574E+02, 1.46942E-01
6.99281E+02,-1.22803E-01
7.01987E+02,-5.92590E-01
7.04692E+02,-4.60602E-01
7.07396E+02, 5.39764E-01
7.10099E+02, 3.75000E-01
7.12802E+02,-1.21582E-01
7.15503E+02, 2.83295E-01
7.18204E+02, 4.89532E-01
7.20903E+02, 9.71375E-02
7.23602E+02, 7.26624E-02
7.26300E+02, 8.16071E-01
7.28997E+02, 4.94019E-01
7.31694E+02, 1.73096E-01
7.34389E+02,-6.13373E-01
7.37083E+02,-6.32141E-01
7.39777E+02, 1.08344E+00
7.42469E+02, 2.66693E-01
7.45161E+02, 9.84253E-01
7.47852E+02, 2.02789E-01
7.50542E+02,-4.44946E-02
7.53231E+02, 1.20911E+00
7.55919E+02, 3.96912E-01
7.58607E+02, 1.18558E+00
7.61293E+02, 1.77502E+00
7.63979E+02, 5.65277E-01
7.66663E+02, 2.32297E+00
7.69347E+02, 1.61475E+00
7.72030E+02, 1.84061E+00
7.74712E+02, 1.67175E-01
7.77393E+02, 5.61096E-01
7.80074E+02, 1.25574E+00
7.82753E+02, 3.67706E-01
7.85432E+02,-5.19653E-01
7.88109E+02,-9.23065E-01
7.90786E+02, 1.07513E-01
7.93462E+02, 6.72058E-01
7.96137E+02, 5.37201E-01
7.98811E+02, 6.36261E-01
8.01484E+02, 7.35931E-01
8.04157E+02, 1.16953E+00
8.06828E+02, 7.03674E-01
8.09499E+02, 2.53836E+00
8.12169E+02, 3.44028E+00
8.14838E+02, 4.67609E+00
8.17506E+02, 4.27905E+00
8.20173E+02, 3.38257E+00
8.22839E+02, 3.85327E+00
8.25505E+02, 3.72449E+00
8.28169E+02, 3.22955E+00
8.30833E+02, 3.66840E+00
8.33496E+02, 4.44110E+00
8.36158E+02, 3.31427E+00
8.38819E+02, 4.02127E+00
8.41479E+02, 4.09540E+00
8.44138E+02, 4.36996E+00
8.46797E+02, 5.77835E+00
8.49454E+02, 6.35382E+00
8.52111E+02, 8.46307E+00
8.54767E+02, 9.20615E+00
8.57422E+02, 8.51627E+00
