//Exported ASCII-File
[Header]
FileName = C:\Messungen......wip
GraphName = MNPs_005_Spec.Data 1 (CRR) (Sub BG)
SizeX = 1
SizeY = 1
SizeGraph = 1650
PositionUnit = �m
PositionX = -0.000844336967005862
PositionY = -0.00250331908302678
PositionZ = 0
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	MNPs_005_Spec.Data 1 (CRR) (Sub BG)
rel. 1/cm	CCD cts
 1.92448E+03	 1.20792E+01
 1.92681E+03	 1.25254E+01
 1.92913E+03	 9.61646E+00
 1.93144E+03	 4.91931E+00
 1.93376E+03	 7.50012E+00
 1.93608E+03	 1.33256E+01
 1.93840E+03	 1.74954E+01
 1.94071E+03	 2.05427E+01
 1.94303E+03	 1.23339E+01
 1.94534E+03	 9.00244E+00
 1.94766E+03	 1.78479E+01
 1.94997E+03	 1.38701E+01
 1.95229E+03	 1.01024E+01
 1.95460E+03	 1.25444E+01
 1.95691E+03	 1.53298E+01
 1.95922E+03	 3.59143E+00
 1.96153E+03	 1.32623E+01
 1.96384E+03	-4.19055E+00
 1.96615E+03	-7.10083E+00
 1.96846E+03	-1.50183E+00
 1.97076E+03	-4.09436E+00
 1.97307E+03	-1.03109E+01
 1.97538E+03	-1.62853E+01
 1.97768E+03	-6.71777E+00
 1.97999E+03	-5.14502E+00
 1.98229E+03	-4.09363E+00
 1.98460E+03	-4.34607E+00
 1.98690E+03	 4.17957E+00
 1.98920E+03	 1.04492E+01
 1.99150E+03	-1.13696E+00
 1.99380E+03	 4.28772E+00
 1.99610E+03	 1.15613E+00
 1.99840E+03	 2.13501E+00
 2.00070E+03	-1.20947E+00
 2.00300E+03	-7.43774E-01
 2.00530E+03	 9.33167E+00
 2.00759E+03	 1.31836E+01
 2.00989E+03	 6.11816E-01
 2.01218E+03	 6.38293E+00
 2.01448E+03	 7.32996E+00
 2.01677E+03	 7.55310E+00
 2.01906E+03	 1.09185E+01
 2.02136E+03	 1.38263E+01
 2.02365E+03	 1.04097E+01
 2.02594E+03	 1.53684E+01
 2.02823E+03	 6.10266E+00
 2.03052E+03	 5.97876E+00
 2.03281E+03	 1.57634E+01
 2.03510E+03	 1.22233E+01
 2.03738E+03	 1.23912E+01
 2.03967E+03	 1.48009E+01
 2.04196E+03	 9.85217E+00
 2.04424E+03	 1.49780E+01
 2.04653E+03	 1.37786E+01
 2.04881E+03	 2.57205E+01
 2.05110E+03	 2.78368E+01
 2.05338E+03	 1.54611E+01
 2.05566E+03	 2.20596E+01
 2.05794E+03	 2.13656E+01
 2.06023E+03	 2.54462E+01
 2.06251E+03	 1.98674E+01
 2.06479E+03	 2.02960E+01
 2.06706E+03	 2.11322E+01
 2.06934E+03	 1.30093E+01
 2.07162E+03	 1.94598E+01
 2.07390E+03	 2.68181E+01
 2.07617E+03	 1.22166E+01
 2.07845E+03	 1.76558E+01
 2.08072E+03	 1.03020E+01
 2.08300E+03	 8.05505E+00
 2.08527E+03	 3.54871E+00
 2.08754E+03	 1.14917E+00
 2.08982E+03	 2.48999E+00
 2.09209E+03	 1.00712E+01
 2.09436E+03	-4.57434E+00
 2.09663E+03	 2.52014E+00
 2.09890E+03	 2.28833E+00
 2.10117E+03	 7.66333E+00
 2.10344E+03	 3.34473E+00
 2.10570E+03	 9.76636E+00
 2.10797E+03	 2.25317E+00
 2.11024E+03	 9.23486E+00
 2.11250E+03	 1.28896E+01
 2.11477E+03	 1.73512E+01
 2.11703E+03	 1.78859E+01
 2.11930E+03	 9.02734E+00
 2.12156E+03	 3.97522E+00
 2.12382E+03	 9.56299E+00
 2.12608E+03	 2.92407E+00
 2.12834E+03	-9.60864E+00
 2.13060E+03	 5.23193E+00
 2.13286E+03	-7.21069E-01
 2.13512E+03	 1.14656E+01
 2.13738E+03	 2.45862E+00
 2.13964E+03	 1.42581E+01
 2.14190E+03	 1.24307E+01
 2.14415E+03	-1.19055E+00
 2.14641E+03	 9.19458E+00
 2.14866E+03	 3.71936E+00
 2.15092E+03	 2.55029E+00
 2.15317E+03	 6.98767E+00
 2.15542E+03	 4.53113E+00
 2.15768E+03	 3.71436E+00
 2.15993E+03	 9.70459E-01
 2.16218E+03	 3.09924E+00
 2.16443E+03	 5.23438E+00
 2.16668E+03	 4.80908E+00
 2.16893E+03	 9.52332E+00
 2.17118E+03	 1.37103E+01
 2.17342E+03	 1.03036E+01
 2.17567E+03	 6.93640E+00
 2.17792E+03	-1.42480E+00
 2.18016E+03	 1.13538E+01
 2.18241E+03	 2.83826E+00
 2.18465E+03	 1.59290E+01
 2.18690E+03	 9.35925E+00
 2.18914E+03	-8.27100E+00
 2.19138E+03	 1.05049E+01
 2.19363E+03	 9.28699E+00
 2.19587E+03	 4.70862E+00
 2.19811E+03	 5.16956E+00
 2.20035E+03	 5.23682E+00
 2.20259E+03	 1.11035E+00
 2.20483E+03	-1.06100E+01
 2.20706E+03	 1.16425E+01
 2.20930E+03	 1.56787E+00
 2.21154E+03	 6.09937E+00
 2.21377E+03	 1.01371E+01
 2.21601E+03	-7.85767E-01
 2.21824E+03	 6.26453E+00
 2.22048E+03	 1.27543E+01
 2.22271E+03	 8.51709E+00
 2.22494E+03	 5.91919E+00
 2.22718E+03	 1.28944E+01
 2.22941E+03	 7.60938E+00
 2.23164E+03	 5.23059E+00
 2.23387E+03	 1.03915E+01
 2.23610E+03	-1.74683E-01
 2.23833E+03	 4.39893E+00
 2.24056E+03	 1.17883E+00
 2.24278E+03	-4.46814E+00
 2.24501E+03	 9.82471E+00
 2.24724E+03	 6.24023E-01
 2.24946E+03	 3.19629E+00
 2.25169E+03	 4.74194E+00
 2.25391E+03	-9.06006E-01
 2.25614E+03	-6.48083E+00
 2.25836E+03	 3.68457E+00
 2.26058E+03	-2.44373E+00
 2.26280E+03	 3.16809E+00
 2.26502E+03	-5.13037E+00
 2.26724E+03	-5.49072E+00
 2.26946E+03	-5.89819E+00
 2.27168E+03	-6.43152E+00
 2.27390E+03	-4.89697E+00
 2.27612E+03	-7.62756E+00
 2.27834E+03	-6.81152E-01
 2.28055E+03	-8.28003E-01
 2.28277E+03	 3.09875E+00
 2.28499E+03	-1.13379E+00
 2.28720E+03	 1.17358E+00
 2.28942E+03	 8.12122E+00
 2.29163E+03	 6.80920E+00
 2.29384E+03	 6.50378E+00
 2.29605E+03	 3.10510E+00
 2.29827E+03	 1.09801E+01
 2.30048E+03	-2.23828E+00
 2.30269E+03	-1.02501E+01
 2.30490E+03	 3.71143E+00
 2.30711E+03	 9.31274E+00
 2.30931E+03	-3.37915E+00
 2.31152E+03	 3.56873E+00
 2.31373E+03	 9.92310E+00
 2.31594E+03	 9.31750E+00
 2.31814E+03	 8.81824E+00
 2.32035E+03	 1.63921E+01
 2.32255E+03	-1.27441E-01
 2.32475E+03	 2.65906E+00
 2.32696E+03	-1.81445E+00
 2.32916E+03	 6.71838E+00
 2.33136E+03	 1.72424E+00
 2.33356E+03	 1.66362E+01
 2.33577E+03	 8.78809E+00
 2.33797E+03	 1.15795E+01
 2.34017E+03	 3.51062E+00
 2.34236E+03	 6.94775E+00
 2.34456E+03	-5.87524E+00
 2.34676E+03	-3.29211E+00
 2.34896E+03	 3.07617E-02
 2.35115E+03	-1.34071E+01
 2.35335E+03	 6.42810E+00
 2.35554E+03	-7.43079E+00
 2.35774E+03	 7.59314E+00
 2.35993E+03	 4.94299E+00
 2.36213E+03	 3.76563E+00
 2.36432E+03	-9.17224E+00
 2.36651E+03	-8.60364E+00
 2.36870E+03	 1.18469E+00
 2.37089E+03	 5.40710E+00
 2.37308E+03	-8.88989E+00
 2.37527E+03	-9.31152E-01
 2.37746E+03	 2.16431E+00
 2.37965E+03	-1.69507E+00
 2.38184E+03	-9.27734E-01
 2.38402E+03	 1.85779E+00
 2.38621E+03	-3.98438E-01
 2.38840E+03	-2.66821E+00
 2.39058E+03	-4.98938E+00
 2.39277E+03	 9.60181E+00
 2.39495E+03	 3.49609E+00
 2.39713E+03	-7.77417E+00
 2.39932E+03	-2.17407E+00
 2.40150E+03	 2.20203E+00
 2.40368E+03	-4.80798E+00
 2.40586E+03	-9.70215E-01
 2.40804E+03	-9.42896E+00
 2.41022E+03	 1.95654E+00
 2.41240E+03	-6.14124E+00
 2.41458E+03	 6.01086E+00
 2.41675E+03	-2.20825E-01
 2.41893E+03	 7.79626E+00
 2.42111E+03	 7.22876E+00
 2.42328E+03	 1.37598E+00
 2.42546E+03	-2.16211E+00
 2.42763E+03	 2.61389E+00
 2.42981E+03	 2.80371E+00
 2.43198E+03	 3.67395E+00
 2.43415E+03	-8.97583E+00
 2.43632E+03	-6.67944E+00
 2.43850E+03	 7.52979E+00
 2.44067E+03	 5.25159E+00
 2.44284E+03	 4.15222E+00
 2.44501E+03	 5.16492E+00
 2.44718E+03	 6.75623E+00
 2.44934E+03	 1.52563E+00
 2.45151E+03	 9.00647E+00
 2.45368E+03	 3.16528E+00
 2.45585E+03	-4.83167E+00
 2.45801E+03	 8.15552E-01
 2.46018E+03	-5.14771E-01
 2.46234E+03	-8.29016E+00
 2.46451E+03	 7.17920E+00
 2.46667E+03	 2.99341E+00
 2.46883E+03	-8.14453E-01
 2.47099E+03	-2.74475E+00
 2.47316E+03	 4.83594E+00
 2.47532E+03	-7.67285E+00
 2.47748E+03	-7.22339E+00
 2.47964E+03	 5.38989E+00
 2.48180E+03	-3.34839E+00
 2.48395E+03	-3.30090E+00
 2.48611E+03	-3.97412E+00
 2.48827E+03	-4.68384E+00
 2.49043E+03	-5.47766E+00
 2.49258E+03	 2.83716E+00
 2.49474E+03	 1.24609E+00
 2.49689E+03	 1.10479E+01
 2.49905E+03	-2.15845E+00
 2.50120E+03	-8.56836E+00
 2.50335E+03	 2.52148E+00
 2.50551E+03	-2.79211E+00
 2.50766E+03	 3.32568E+00
 2.50981E+03	 8.05005E+00
 2.51196E+03	-8.05750E+00
 2.51411E+03	 1.46765E+00
 2.51626E+03	-7.23022E-01
 2.51841E+03	-3.11462E+00
 2.52056E+03	 4.68018E-01
 2.52270E+03	 2.25830E-02
 2.52485E+03	 9.98035E+00
 2.52700E+03	-5.79407E+00
 2.52914E+03	-4.01855E+00
 2.53129E+03	-9.43604E-01
 2.53343E+03	-7.39429E+00
 2.53558E+03	 2.29578E+00
 2.53772E+03	-6.15540E+00
 2.53986E+03	 3.28015E+00
 2.54201E+03	 5.96533E+00
 2.54415E+03	-3.13647E+00
 2.54629E+03	-1.85791E-01
 2.54843E+03	 7.71973E-01
 2.55057E+03	 1.55408E+00
 2.55271E+03	 5.72302E+00
 2.55485E+03	-1.42529E+00
 2.55698E+03	-4.62061E+00
 2.55912E+03	 2.54163E+00
 2.56126E+03	-2.23389E+00
 2.56339E+03	-3.09534E+00
 2.56553E+03	 5.66772E-01
 2.56766E+03	 3.24585E-01
 2.56980E+03	-6.82861E+00
 2.57193E+03	-7.59973E+00
 2.57407E+03	 3.53638E+00
 2.57620E+03	 5.53052E+00
 2.57833E+03	 1.15930E+00
 2.58046E+03	 4.55042E+00
 2.58259E+03	-4.80066E+00
 2.58472E+03	 8.86804E+00
 2.58685E+03	-2.74670E+00
 2.58898E+03	 1.05151E+00
 2.59111E+03	 2.55994E+00
 2.59324E+03	 5.54260E+00
 2.59536E+03	 3.43042E+00
 2.59749E+03	 9.88159E-01
 2.59962E+03	-1.41943E+00
 2.60174E+03	 6.05957E-01
 2.60387E+03	 3.15405E+00
 2.60599E+03	 2.11182E+00
 2.60812E+03	 5.50415E+00
 2.61024E+03	-5.63708E+00
 2.61236E+03	 2.78589E+00
 2.61448E+03	 4.39087E-01
 2.61660E+03	 5.12061E+00
 2.61872E+03	-7.43713E+00
 2.62084E+03	-1.06873E+00
 2.62296E+03	 1.95813E+00
 2.62508E+03	-6.55737E+00
 2.62720E+03	 1.15503E+01
 2.62932E+03	 3.14722E+00
 2.63144E+03	-2.53430E+00
 2.63355E+03	 7.71973E-01
 2.63567E+03	-1.72644E+00
 2.63778E+03	 4.15808E+00
 2.63990E+03	-5.06750E+00
 2.64201E+03	-2.70752E-01
 2.64413E+03	-1.03903E+01
 2.64624E+03	 1.18542E+00
 2.64835E+03	-2.04614E+00
 2.65046E+03	 7.04736E+00
 2.65257E+03	 5.63196E+00
 2.65468E+03	-1.19373E+00
 2.65679E+03	 3.26465E+00
 2.65890E+03	 3.20703E+00
 2.66101E+03	-1.09143E+00
 2.66312E+03	-4.69788E+00
 2.66523E+03	-1.04017E+01
 2.66734E+03	-1.35181E+00
 2.66944E+03	 5.39746E+00
 2.67155E+03	-2.41455E+00
 2.67365E+03	-1.52356E+00
 2.67576E+03	 5.58020E+00
 2.67786E+03	-5.10132E+00
 2.67997E+03	-1.03638E+00
 2.68207E+03	-2.70215E+00
 2.68417E+03	-4.57764E+00
 2.68627E+03	 4.60449E+00
 2.68837E+03	-8.35999E+00
 2.69048E+03	-2.42932E+00
 2.69258E+03	 9.19043E+00
 2.69467E+03	-9.11536E+00
 2.69677E+03	-1.45313E+00
 2.69887E+03	 6.63794E+00
 2.70097E+03	 5.08691E+00
 2.70307E+03	 1.98901E+00
 2.70516E+03	-2.85693E+00
 2.70726E+03	-7.96021E-01
 2.70935E+03	 8.93286E+00
 2.71145E+03	 6.12402E+00
 2.71354E+03	 6.06201E-01
 2.71564E+03	-1.99158E+00
 2.71773E+03	-2.13977E+00
 2.71982E+03	-5.61731E+00
 2.72192E+03	-8.55627E+00
 2.72401E+03	 2.73926E+00
 2.72610E+03	-1.66980E+00
 2.72819E+03	 4.67908E+00
 2.73028E+03	-2.61328E+00
 2.73237E+03	-6.79358E+00
 2.73445E+03	 1.00586E-01
 2.73654E+03	-3.93726E+00
 2.73863E+03	 1.30206E+01
 2.74072E+03	-3.24585E+00
 2.74280E+03	 3.50012E+00
 2.74489E+03	-3.59583E+00
 2.74697E+03	-2.50952E+00
 2.74906E+03	-4.14844E+00
 2.75114E+03	 4.41382E+00
 2.75323E+03	 1.00488E+00
 2.75531E+03	 1.95374E+00
 2.75739E+03	 4.55603E+00
 2.75947E+03	 7.20776E+00
 2.76155E+03	-3.86084E+00
 2.76363E+03	 1.23143E+01
 2.76571E+03	 5.03027E+00
 2.76779E+03	-2.44849E+00
 2.76987E+03	-2.39075E+00
 2.77195E+03	-9.83887E-02
 2.77403E+03	 7.59351E+00
 2.77610E+03	-9.68335E+00
 2.77818E+03	 6.83655E+00
 2.78026E+03	-7.81982E-01
 2.78233E+03	 7.29358E+00
 2.78441E+03	-7.71240E-01
 2.78648E+03	 9.25562E+00
 2.78855E+03	 4.01611E-02
 2.79063E+03	 3.34778E+00
 2.79270E+03	 8.41138E+00
 2.79477E+03	 5.85046E+00
 2.79684E+03	 1.75208E+00
 2.79891E+03	-7.85425E+00
 2.80098E+03	-4.03638E+00
 2.80305E+03	 9.80469E+00
 2.80512E+03	-4.43201E+00
 2.80719E+03	-1.81348E+00
 2.80926E+03	-2.44043E+00
 2.81132E+03	-3.04749E+00
 2.81339E+03	-2.34985E-01
 2.81546E+03	-8.50317E+00
 2.81752E+03	 6.92688E+00
 2.81959E+03	 5.24548E+00
 2.82165E+03	 3.80737E-01
 2.82372E+03	 7.56836E-03
 2.82578E+03	 3.92090E-01
 2.82784E+03	 1.55054E+00
 2.82990E+03	-1.39636E+00
 2.83197E+03	-9.18628E+00
 2.83403E+03	-6.61743E-01
 2.83609E+03	-1.24768E+00
 2.83815E+03	 2.93738E+00
 2.84021E+03	 4.35669E-01
 2.84227E+03	-1.48424E+01
 2.84432E+03	-5.45129E+00
 2.84638E+03	-1.03577E+00
 2.84844E+03	 1.01915E+01
 2.85050E+03	-4.37097E+00
 2.85255E+03	-6.31799E+00
 2.85461E+03	-2.76501E+00
 2.85666E+03	 6.99597E+00
 2.85872E+03	-2.07507E+00
 2.86077E+03	-2.78076E+00
 2.86282E+03	 4.51477E+00
 2.86488E+03	 5.00598E+00
 2.86693E+03	 1.17214E+01
 2.86898E+03	-4.30969E+00
 2.87103E+03	 8.24219E+00
 2.87308E+03	 9.74036E+00
 2.87513E+03	 1.00488E+01
 2.87718E+03	 1.09802E+00
 2.87923E+03	-1.06141E+01
 2.88128E+03	-1.52307E+00
 2.88332E+03	 2.00281E+00
 2.88537E+03	 1.05613E+01
 2.88742E+03	 3.65112E+00
 2.88946E+03	 1.20708E+01
 2.89151E+03	 6.15247E+00
 2.89355E+03	 1.11947E+01
 2.89560E+03	-4.60364E+00
 2.89764E+03	 5.45667E+00
 2.89969E+03	-1.12549E+00
 2.90173E+03	 4.14905E+00
 2.90377E+03	 1.04565E+00
 2.90581E+03	 1.67975E+01
 2.90785E+03	 1.23037E+01
 2.90989E+03	 6.96338E+00
 2.91193E+03	 1.48760E+01
 2.91397E+03	-1.92542E+00
 2.91601E+03	 1.36246E+01
 2.91805E+03	-2.57410E+00
 2.92009E+03	 1.41113E+01
 2.92212E+03	 8.38037E+00
 2.92416E+03	 4.99915E+00
 2.92620E+03	 7.56726E+00
 2.92823E+03	 9.85120E+00
 2.93027E+03	 2.07504E+01
 2.93230E+03	 4.79749E+00
 2.93433E+03	 1.13260E+01
 2.93637E+03	 7.96863E+00
 2.93840E+03	 1.59192E+00
 2.94043E+03	 3.56213E+00
 2.94246E+03	 5.37891E+00
 2.94449E+03	 7.20874E+00
 2.94652E+03	 9.35132E+00
 2.94855E+03	 7.63977E+00
 2.95058E+03	 1.53738E+01
 2.95261E+03	 1.13865E+01
 2.95464E+03	 1.17777E+01
 2.95667E+03	 8.31384E+00
 2.95870E+03	 2.56128E+00
 2.96072E+03	-4.79858E-01
 2.96275E+03	-8.51013E+00
 2.96477E+03	 4.93713E+00
 2.96680E+03	-1.89717E+01
 2.96882E+03	 6.30249E-01
 2.97085E+03	 4.70886E+00
 2.97287E+03	-9.96875E+00
 2.97489E+03	 1.85968E+01
 2.97692E+03	 8.53894E+00
 2.97894E+03	-1.25758E+01
 2.98096E+03	-3.34753E+00
 2.98298E+03	-1.51432E+01
 2.98500E+03	-2.17212E+00
 2.98702E+03	 1.52417E+01
 2.98904E+03	 1.06470E+00
 2.99106E+03	-2.46997E+00
 2.99307E+03	-3.62061E-01
 2.99509E+03	 8.78796E+00
 2.99711E+03	 2.11340E+00
 2.99912E+03	 1.88098E+00
 3.00114E+03	 6.75720E+00
 3.00315E+03	-2.59143E+00
 3.00517E+03	-1.11511E+00
 3.00718E+03	 3.69507E-01
 3.00920E+03	 1.06460E+01
 3.01121E+03	 2.30469E-01
 3.01322E+03	-6.07703E+00
 3.01523E+03	 9.85693E+00
 3.01725E+03	 1.33203E+00
 3.01926E+03	 1.48193E+00
 3.02127E+03	 3.57251E+00
 3.02328E+03	 9.37109E+00
 3.02529E+03	 1.20439E+01
 3.02729E+03	 3.62451E+00
 3.02930E+03	 6.41235E+00
 3.03131E+03	-4.49219E+00
 3.03332E+03	-2.85596E+00
 3.03532E+03	 1.21876E+01
 3.03733E+03	 7.04956E-01
 3.03933E+03	 1.76964E+01
 3.04134E+03	 1.06615E+01
 3.04334E+03	 8.06738E+00
 3.04535E+03	 1.05135E+01
 3.04735E+03	 1.29669E+01
 3.04935E+03	 1.16938E+01
 3.05136E+03	 2.73275E+01
 3.05336E+03	 9.23511E+00
 3.05536E+03	 1.44828E+01
 3.05736E+03	-1.86267E+00
 3.05936E+03	 7.29846E+00
 3.06136E+03	 1.12667E+01
 3.06336E+03	 4.14160E+00
 3.06536E+03	 3.18994E+00
 3.06735E+03	 3.37805E+00
 3.06935E+03	 3.13953E+00
 3.07135E+03	 2.90759E+00
 3.07334E+03	 2.68237E+00
 3.07534E+03	 6.83032E+00
 3.07733E+03	 2.31514E+01
 3.07933E+03	 2.37791E+01
 3.08132E+03	 1.80463E+01
 3.08332E+03	 1.13203E+01
 3.08531E+03	 2.12006E+01
 3.08730E+03	 2.41539E+01
 3.08929E+03	 3.81470E+01
 3.09129E+03	 1.87799E+01
 3.09328E+03	 3.05190E+01
 3.09527E+03	 2.46311E+01
 3.09726E+03	 2.73162E+01
 3.09925E+03	 2.33076E+01
 3.10124E+03	 1.78054E+01
 3.10322E+03	 3.93760E+01
 3.10521E+03	 3.13862E+01
 3.10720E+03	 2.98693E+01
 3.10919E+03	 1.41588E+01
 3.11117E+03	 1.97211E+01
 3.11316E+03	 2.32894E+01
 3.11514E+03	 3.96974E+01
 3.11713E+03	 3.42117E+01
 3.11911E+03	 2.74655E+01
 3.12109E+03	 2.58253E+01
 3.12308E+03	 2.38582E+01
 3.12506E+03	 2.94303E+01
 3.12704E+03	 3.39087E+01
 3.12902E+03	 2.13267E+01
 3.13100E+03	 2.65173E+01
 3.13298E+03	 3.16477E+01
 3.13496E+03	 2.62174E+01
 3.13694E+03	 2.93600E+01
 3.13892E+03	 3.53087E+01
 3.14090E+03	 2.10636E+01
 3.14288E+03	 2.61914E+01
 3.14486E+03	 2.85919E+01
 3.14683E+03	 2.19655E+01
 3.14881E+03	 1.89117E+01
 3.15078E+03	 2.69308E+01
 3.15276E+03	 5.22278E+00
 3.15473E+03	 2.70544E+01
 3.15671E+03	 2.93588E+01
 3.15868E+03	 1.64692E+01
 3.16065E+03	 2.05529E+01
 3.16263E+03	 1.60759E+01
 3.16460E+03	 1.29388E+01
 3.16657E+03	 1.85410E+01
 3.16854E+03	 1.88328E+01
 3.17051E+03	 1.91311E+01
 3.17248E+03	 2.22856E+01
 3.17445E+03	 2.07133E+01
 3.17642E+03	 2.36803E+01
 3.17839E+03	 1.03540E+01
 3.18036E+03	 1.24673E+01
 3.18232E+03	 1.24702E+01
 3.18429E+03	 1.24796E+01
 3.18626E+03	 1.52124E+01
 3.18822E+03	 1.08513E+01
 3.19019E+03	 1.94969E+01
 3.19215E+03	 1.80823E+01
 3.19412E+03	 1.29742E+01
 3.19608E+03	 1.90729E+01
 3.19804E+03	 1.45115E+01
 3.20000E+03	 7.42322E+00
 3.20197E+03	 6.70825E+00
 3.20393E+03	 7.33337E+00
 3.20589E+03	 1.15653E+01
 3.20785E+03	 2.25706E+01
 3.20981E+03	 4.41614E+00
 3.21177E+03	 8.56836E+00
 3.21373E+03	-3.87244E+00
 3.21569E+03	 1.50603E+01
 3.21764E+03	 1.47335E+01
 3.21960E+03	 4.41370E+00
 3.22156E+03	 6.00708E-01
 3.22352E+03	 4.26172E+00
 3.22547E+03	 3.87402E+00
 3.22743E+03	 3.49377E+00
 3.22938E+03	 3.12085E+00
 3.23134E+03	 2.24402E+00
 3.23329E+03	 1.70776E+00
 3.23524E+03	 1.08124E+01
 3.23720E+03	 1.73577E+01
 3.23915E+03	 6.90723E+00
 3.24110E+03	 1.04526E+01
 3.24305E+03	 8.38745E-01
 3.24500E+03	 9.09924E+00
 3.24695E+03	 5.93408E+00
 3.24890E+03	-1.19006E+00
 3.25085E+03	-1.47314E+00
 3.25280E+03	 1.05184E+01
 3.25475E+03	 7.31775E+00
 3.25669E+03	-1.12413E+01
 3.25864E+03	 1.54741E+01
 3.26059E+03	 8.86438E+00
 3.26253E+03	 1.36304E+00
 3.26448E+03	 6.03662E+00
 3.26643E+03	 1.28528E+00
 3.26837E+03	 1.00092E+01
 3.27031E+03	-4.25049E-01
 3.27226E+03	 7.34949E+00
 3.27420E+03	 1.15660E+01
 3.27614E+03	 4.58374E-01
 3.27809E+03	 2.39294E+00
 3.28003E+03	 6.63647E+00
 3.28197E+03	 1.32275E+00
 3.28391E+03	-4.64832E+00
 3.28585E+03	-4.14319E+00
 3.28779E+03	-3.46179E+00
 3.28973E+03	-3.20410E+00
 3.29166E+03	-1.59785E+01
 3.29360E+03	-5.69250E+00
 3.29554E+03	 2.00146E+00
 3.29748E+03	-4.06384E+00
 3.29941E+03	-1.82117E+00
 3.30135E+03	 4.29199E-01
 3.30328E+03	-2.17944E+00
 3.30522E+03	 7.18665E+00
 3.30715E+03	-1.73926E+00
 3.30909E+03	 6.07617E+00
 3.31102E+03	 6.03320E+00
 3.31295E+03	 5.39856E+00
 3.31489E+03	 4.77222E+00
 3.31682E+03	 9.48743E+00
 3.31875E+03	 7.01123E+00
 3.32068E+03	 6.77710E+00
 3.32261E+03	 1.75515E+01
 3.32454E+03	 1.31016E+01
 3.32647E+03	 1.66271E+01
 3.32840E+03	 1.63617E+01
 3.33033E+03	 6.47180E+00
 3.33226E+03	 7.12488E+00
 3.33418E+03	 2.01205E+01
 3.33611E+03	 2.16924E+01
 3.33804E+03	 2.10736E+01
 3.33996E+03	 1.72314E+01
 3.34189E+03	 1.94325E+01
 3.34381E+03	 1.38435E+01
 3.34574E+03	 1.62314E+01
 3.34766E+03	 9.72974E+00
 3.34958E+03	 2.55385E+01
 3.35151E+03	 9.65784E+00
 3.35343E+03	-2.17859E+00
 3.35535E+03	 7.82935E+00
 3.35727E+03	 5.34839E+00
 3.35919E+03	 2.61230E+00
 3.36111E+03	 1.12211E+01
 3.36303E+03	 7.17505E+00
 3.36495E+03	 1.80411E+01
 3.36687E+03	 6.05261E+00
 3.36879E+03	-6.23291E-01
 3.37071E+03	-1.31530E+01
 3.37262E+03	-3.96057E+00
 3.37454E+03	-2.98523E+00
 3.37646E+03	-7.86462E+00
 3.37837E+03	-1.50319E+01
 3.38029E+03	-3.57043E+00
 3.38220E+03	-5.55493E+00
 3.38412E+03	-2.59814E+00
 3.38603E+03	 9.34436E+00
 3.38794E+03	-2.09961E+00
 3.38986E+03	-9.12268E+00
 3.39177E+03	-4.81689E-01
 3.39368E+03	 1.37306E+01
 3.39559E+03	 4.61584E+00
 3.39750E+03	 4.94128E+00
 3.39941E+03	-8.79346E+00
 3.40132E+03	-9.92163E+00
 3.40323E+03	 1.14567E+01
 3.40514E+03	-2.91382E-01
 3.40705E+03	-4.23303E+00
 3.40896E+03	 3.83459E+00
 3.41087E+03	 6.42664E+00
 3.41277E+03	-4.10815E+00
 3.41468E+03	 2.99695E+00
 3.41658E+03	 7.37537E+00
 3.41849E+03	-3.73950E+00
 3.42039E+03	 7.48572E+00
 3.42230E+03	-3.94910E+00
 3.42420E+03	 1.04230E+01
 3.42611E+03	 7.60181E+00
 3.42801E+03	 5.02063E+00
 3.42991E+03	 6.28003E+00
 3.43181E+03	 8.01270E+00
 3.43372E+03	 4.85242E+00
 3.43562E+03	 7.66602E+00
 3.43752E+03	 8.01965E+00
 3.43942E+03	-5.58618E+00
 3.44132E+03	 1.18188E+00
 3.44322E+03	-1.26761E+01
 3.44511E+03	 3.33972E+00
 3.44701E+03	-2.00378E+00
 3.44891E+03	-2.80652E+00
 3.45081E+03	 8.93140E+00
 3.45270E+03	-8.05664E+00
 3.45460E+03	-3.81104E+00
 3.45649E+03	-5.14893E-01
 3.45839E+03	 1.77307E+00
 3.46028E+03	-5.14722E+00
 3.46218E+03	-5.07520E+00
 3.46407E+03	-5.47375E+00
 3.46597E+03	-5.86572E+00
 3.46786E+03	-6.25110E+00
 3.46975E+03	-5.36328E+00
 3.47164E+03	-5.60229E+00
 3.47353E+03	 1.05983E+01
 3.47542E+03	 7.50549E+00
 3.47731E+03	 1.11191E+01
 3.47920E+03	 6.73926E+00
 3.48109E+03	 3.36560E+00
 3.48298E+03	 4.49841E+00
 3.48487E+03	 5.23755E+00
 3.48676E+03	 3.89966E+00
 3.48864E+03	 2.56799E+00
 3.49053E+03	 4.35950E+00
 3.49242E+03	 1.47240E+01
 3.49430E+03	 1.04613E+01
 3.49619E+03	 8.70483E+00
 3.49807E+03	 9.62134E+00
 3.49996E+03	 1.05442E+01
 3.50184E+03	 9.98975E+00
 3.50373E+03	 9.44153E+00
 3.50561E+03	 8.51599E+00
 3.50749E+03	 2.93018E+00
 3.50937E+03	 1.21847E+01
 3.51125E+03	 1.06409E+01
 3.51314E+03	 9.40295E+00
 3.51502E+03	 7.77161E+00
 3.51690E+03	 5.74622E+00
 3.51878E+03	 8.32703E+00
